序号,字,拼音,组词1,组词1拼音,组词2,组词2拼音,备注
3042,蜗,wō,蜗牛,wō niú,耳蜗,ěr wō,
3043,澎,péng,澎湃,pēng pài,,,
3044,痊,quán,痊愈,quán yù,,,
3045,霹,pī,霹雷,pī léi,霹雳,pī lì,
3046,庵,ān,庵堂,ān táng,,,
3047,疚,jiù,内疚,nèi jiù,愧疚,kuì jiù,
3048,娩,miǎn / wǎn,分娩,fēn miǎn,,,
3049,镀,dù,镀金,dù jīn,电镀,diàn dù,
3050,踊,yǒng,踊跃,yǒng yuè,,,
3051,栓,shuān,血栓,xuè shuān,栓塞,shuān sè,
3052,犁,lí,犁头,lí tóu,犁地,lí dì,
3053,竿,gān,竹竿,zhú gān,鱼竿,yú gān,
3054,怯,qiè,胆怯,dǎn qiè,怯懦,qiè nuò,
3055,昼,zhòu,昼夜,zhòu yè,白昼,bái zhòu,
3056,雳,lì,霹雳,pī lì,霹雳舞,pī lì wǔ,
3057,鹉,wǔ,鹦鹉,yīng wǔ,鹦鹉螺,yīng wǔ luó,
3058,穗,suì,麦穗,mài suì,果穗,guǒ suì,
3059,拙,zhuō,笨拙,bèn zhuō,拙劣,zhuō liè,
3060,雁,yàn,大雁,dà yàn,鸿雁,hóng yàn,
3061,卤,lǔ,卤素,lǔ sù,卤化,lǔ huà,
3062,啃,kěn,啃书,kěn shū,啃老族,kěn lǎo zú,
3063,躬,gōng,躬身,gōng shēn,躬行,gōng xíng,
3064,瞳,tóng,瞳孔,tóng kǒng,瞳仁,tóng rén,
3065,晦,huì,隐晦,yǐn huì,晦涩,huì sè,
3066,滔,tāo,滔滔,tāo tāo,滔天,tāo tiān,
3067,盏,zhǎn,灯盏,dēng zhǎn,,,
3068,眶,kuàng,眼眶,yǎn kuàng,,,
3069,锣,luó,锣鼓,luó gǔ,铜锣,tóng luó,
3070,惶,huáng,惶恐,huáng kǒng,惊惶,jīng huáng,
3071,镰,lián,镰刀,lián dāo,开镰,kāi lián,
3072,蹂,róu,蹂躏,róu lìn,,,
3073,躏,lìn,蹂躏,róu lìn,,,
3074,渺,miǎo,渺小,miǎo xiǎo,渺茫,miǎo máng,
3075,掐,qiā,掐死,qiā sǐ,掐断,qiā duàn,
3076,浊,zhuó,浑浊,hún zhuó,混浊,hùn zhuó,
3077,黔,qián,黔首,qián shǒu,,,
3078,匣,xiá,弹匣,dàn xiá,匣子,xiá zi,
3079,篱,lí,围篱,wéi lí,树篱,shù lí,
3080,饵,ěr,诱饵,yòu ěr,鱼饵,yú ěr,
3081,贰,èr,贰臣,èr chén,,,
3082,溅,jiàn,飞溅,fēi jiàn,四溅,sì jiàn,
3083,楷,kǎi / jiē,楷模,kǎi mó,楷书,kǎi shū,
3084,抠,kōu,抠门,kōu mén,抠字眼,kōu zì yǎn,
3085,彬,bīn,彬彬,bīn bīn,,,
3086,屉,tì,抽屉,chōu tì,笼屉,lóng tì,
3087,勺,sháo,勺子,sháo zi,后脑勺,hòu nǎo sháo,
3088,墩,dūn,桥墩,qiáo dūn,墩子,dūn zi,
3089,锚,máo,抛锚,pāo máo,起锚,qǐ máo,
3090,鹃,juān,杜鹃,dù juān,杜鹃花,dù juān huā,
3091,芥,jiè / gài,芥末,jiè mò,芥菜,jiè cài,
3092,凛,lǐn,凛冽,lǐn liè,,,
3093,秤,chèng / chēng,天秤,tiān chèng,杆秤,gǎn chèng,
3094,谚,yàn,谚语,yàn yǔ,俗谚,sú yàn,
3095,粟,sù,粟米,sù mǐ,粟子,sù zi,
3096,夭,yāo,夭折,yāo zhé,早夭,zǎo yāo,
3097,灸,jiǔ,针灸,zhēn jiǔ,艾灸,ài jiǔ,
3098,嚷,rǎng,嚷嚷,rāng rang,叫嚷,jiào rǎng,
3099,舵,duò,掌舵,zhǎng duò,舵手,duò shǒu,
3100,肘,zhǒu,手肘,shǒu zhǒu,肘子,zhǒu zi,
3101,蝉,chán,蝉联,chán lián,寒蝉,hán chán,
3102,陡,dǒu,陡然,dǒu rán,陡坡,dǒu pō,
3103,幌,huǎng,幌子,huǎng zi,,,
3104,壕,háo,战壕,zhàn háo,壕沟,háo gōu,
3105,缕,lǚ,丝缕,sī lǚ,繁缕,fán lǚ,
3106,萍,píng,浮萍,fú píng,,,
3107,糯,nuò,糯米,nuò mǐ,糯米粉,nuò mǐ fěn,
3108,嬉,xī,嬉戏,xī xì,嬉皮,xī pí,
3109,蹭,cèng,磨蹭,mó cèng,,,
3110,柑,gān,柑橘,gān jú,蜜柑,mì gān,
3111,莺,yīng,夜莺,yè yīng,黄莺,huáng yīng,
3112,窘,jiǒng,窘境,jiǒng jìng,窘迫,jiǒng pò,
3113,漩,xuán,漩涡,xuán wō,,,
3114,骏,jùn,骏马,jùn mǎ,,,
3115,馋,chán,馋嘴,chán zuǐ,解馋,jiě chán,
3116,檀,tán,紫檀,zǐ tán,檀香,tán xiāng,
3117,撩,liāo / liáo,撩人,liáo rén,撩妹,liāo mèi,
3118,攒,zǎn / cuán,积攒,jī zǎn,攒钱,zǎn qián,
3119,驹,jū,马驹,mǎ jū,龙驹,lóng jū,
3120,褒,bāo,褒扬,bāo yáng,褒贬,bāo biǎn,
3121,鞠,jū,鞠躬,jū gōng,,,
3122,沥,lì,沥青,lì qīng,沥干,lì gàn,
3123,笋,sǔn,芦笋,lú sǔn,竹笋,zhú sǔn,
3124,辫,biàn,辫子,biàn zi,小辫子,xiǎo biàn zi,
3125,叽,jī,磨叽,mó jī,,,
3126,涤,dí,洗涤,xǐ dí,洗涤剂,xǐ dí jì,
3127,痹,bì,麻痹,má bì,痹证,bì zhèng,
3128,淤,yū,淤泥,yū ní,淤积,yū jī,
3129,忱,chén,热忱,rè chén,谢忱,xiè chén,
3130,桦,huà,桦木,huà mù,桦树,huà shù,
3131,蚌,bàng / bèng,河蚌,hé bàng,蚌壳,bàng ké,
3132,擂,léi / lèi,擂台,lèi tái,擂台赛,lèi tái sài,
3133,怠,dài,懈怠,xiè dài,怠慢,dài màn,
3134,藐,miǎo,藐视,miǎo shì,,,
3135,碾,niǎn,碾压,niǎn yā,碾碎,niǎn suì,
3136,澈,chè,清澈,qīng chè,澄澈,chéng chè,
3137,沽,gū,塘沽,táng gū,汉沽,hàn gū,
3138,楞,léng / lèng,瓦楞,wǎ léng,瓦楞纸,wǎ léng zhǐ,
3139,腌,yān / ā,腌制,yān zhì,腌肉,yān ròu,
3140,汹,xiōng,汹涌,xiōng yǒng,,,
3141,腋,yè,腋毛,yè máo,腋下,yè xià,
3142,匾,biǎn,匾额,biǎn é,牌匾,pái biǎn,
3143,匕,bǐ,匕首,bǐ shǒu,,,
3144,烙,lào / luò,烙印,lào yìn,烙饼,lào bǐng,
3145,螃,páng,螃蟹,páng xiè,,,
3146,刁,diāo,刁难,diāo nàn,刁蛮,diāo mán,
3147,拧,níng / nǐng / nìng,拧开,níng kāi,,,
3148,籽,zǐ,油菜籽,yóu cài zǐ,菜籽,cài zǐ,
3149,钧,jūn,,,,,
3150,紊,wěn,紊乱,wěn luàn,紊流,wěn liú,
3151,捂,wǔ,捂住,wǔ zhù,捂脸,wǔ liǎn,
3152,猖,chāng,猖狂,chāng kuáng,,,
3153,冗,rǒng,冗长,rǒng cháng,冗余,rǒng yú,
3154,猾,huá,狡猾,jiǎo huá,奸猾,jiān huá,
3155,褪,tuì / tùn,褪色,tuì shǎi,褪去,tùn qù,
3156,璧,bì,合璧,hé bì,完璧,wán bì,
3157,淌,tǎng,流淌,liú tǎng,淌泪,tǎng lèi,
3158,稠,chóu,稠密,chóu mì,粘稠,nián chóu,
3159,洼,wā,低洼,dī wā,洼地,wā dì,
3160,懊,ào,懊悔,ào huǐ,懊恼,ào nǎo,
3161,筷,kuài,筷子,kuài zi,碗筷,wǎn kuài,
3162,矗,chù,矗立,chù lì,,,
3163,诲,huì,教诲,jiào huì,,,
3164,蕊,ruǐ,雄蕊,xióng ruǐ,花蕊,huā ruǐ,
3165,刨,páo / bào,刨冰,bào bīng,刨床,bào chuáng,
3166,唧,jī,唧唧,jī jī,吧唧,bā jī,
3167,莹,yíng,晶莹,jīng yíng,清莹,qīng yíng,
3168,缤,bīn,缤纷,bīn fēn,,,
3169,祟,suì,作祟,zuò suì,鬼祟,guǐ suì,
3170,甥,shēng,外甥,wài shēng,外甥女,wài shēng nǚ,
3171,岔,chà,岔路,chà lù,岔开,chà kāi,
3172,搓,cuō,揉搓,róu cuō,搓洗,cuō xǐ,
3173,拣,jiǎn,拣选,jiǎn xuǎn,分拣,fēn jiǎn,
3174,酗,xù,酗酒,xù jiǔ,,,
3175,瘩,da / dá,疙瘩,gē da,面疙瘩,miàn gē da,
3176,疙,gē,疙瘩,gē da,面疙瘩,miàn gē da,
3177,囱,cōng / chuāng,烟囱,yān cōng,,,
3178,羔,gāo,羔羊,gāo yáng,羊羔,yáng gāo,
3179,漓,lí,淋漓,lín lí,,,
3180,唠,láo / lào,唠叨,láo dāo,叨唠,dāo láo,
3181,钳,qián,钳子,qián zi,钳制,qián zhì,
3182,碘,diǎn,碘化钾,diǎn huà jiǎ,碘化银,diǎn huà yín,
3183,酌,zhuó,酌情,zhuó qíng,小酌,xiǎo zhuó,
3184,鸥,ōu,海鸥,hǎi ōu,遗鸥,yí ōu,
3185,禀,bǐng,禀赋,bǐng fù,禀告,bǐng gào,
3186,樟,zhāng,樟树,zhāng shù,樟脑,zhāng nǎo,
3187,蛾,é,飞蛾,fēi é,蛾子,é zi,
3188,疟,nüè / yào,疟疾,nüè jí,疟原虫,nüè yuán chóng,
3189,笆,bā,篱笆,lí bā,竹篱笆,zhú lí bā,
3190,赘,zhuì,累赘,léi zhuì,赘肉,zhuì ròu,
3191,颓,tuí,颓废,tuí fèi,颓势,tuí shì,
3192,宦,huàn,宦官,huàn guān,官宦,guān huàn,
3193,蜒,yán,蜿蜒,wān yán,蚰蜒,yóu yán,
3194,茸,róng,毛茸茸,máo róng róng,鹿茸,lù rōng,
3195,拭,shì,擦拭,cā shì,拭子,shì zi,
3196,痰,tán,化痰,huà tán,吐痰,tǔ tán,
3197,隅,yú,向隅,xiàng yú,海隅,hǎi yú,
3198,羹,gēng,闭门羹,bì mén gēng,调羹,tiáo gēng,
3199,汞,gǒng,氧化汞,yǎng huà gǒng,汞灯,gǒng dēng,
3200,蠕,rú,蠕虫,rú chóng,蠕动,rú dòng,
3201,叼,diāo,,,,,
3202,咆,páo,咆哮,páo xiāo,,,
3203,跷,qiāo,高跷,gāo qiāo,跷跷板,qiāo qiāo bǎn,
3204,砾,lì,瓦砾,wǎ lì,砾石,lì shí,
3205,掖,yē / yè,奖掖,jiǎng yè,宫掖,gōng yè,
3206,炕,kàng,土炕,tǔ kàng,,,
3207,啄,zhuó,啄木鸟,zhuó mù niǎo,啄食,zhuó shí,
3208,吠,fèi,狂吠,kuáng fèi,狗吠,gǒu fèi,
3209,苞,bāo,开苞,kāi bāo,苞片,bāo piàn,
3210,涕,tì,鼻涕,bí tì,流鼻涕,liú bí tì,
3211,枷,jiā,枷锁,jiā suǒ,连枷,lián jiā,
3212,磺,huáng,牛磺酸,niú huáng suān,,,
3213,馏,liú / liù,蒸馏,zhēng liú,蒸馏水,zhēng liú shuǐ,
3214,吝,lìn,不吝,bú lìn,吝惜,lìn xī,
3215,侥,jiǎo / yáo,侥幸,jiǎo xìng,,,
3216,嗦,suō,哆嗦,duō suo,打哆嗦,dǎ duō suo,
3217,嚎,háo,哀嚎,āi háo,嚎叫,háo jiào,
3218,撬,qiào,撬动,qiào dòng,撬开,qiào kāi,
3219,檐,yán,屋檐,wū yán,房檐,fáng yán,
3220,讥,jī,讥讽,jī fěng,讥笑,jī xiào,
3221,娄,lóu,娄子,lóu zi,捅娄子,tǒng lóu zi,
3222,晾,liàng,晾晒,liàng shài,晾干,liàng gān,
3223,碉,diāo,碉堡,diāo bǎo,,,
3224,殃,yāng,遭殃,zāo yāng,殃及,yāng jí,
3225,啼,tí,啼哭,tí kū,啼声,tí shēng,
3226,鸯,yāng,鸳鸯,yuān yāng,鸳鸯浴,yuān yāng yù,
3227,芋,yù,芋头,yù tou,洋芋,yáng yù,
3228,拂,fú / bì,拂晓,fú xiǎo,吹拂,chuī fú,
3229,鸳,yuān,鸳鸯,yuān yāng,鸳鸯浴,yuān yāng yù,
3230,峭,qiào,陡峭,dǒu qiào,峭壁,qiào bì,
3231,焙,bèi,烘焙,hōng bèi,焙烧,bèi shāo,
3232,苇,wěi,芦苇,lú wěi,芦苇荡,lú wěi dàng,
3233,脐,qí,肚脐,dù qí,脐带,qí dài,
3234,蜕,tuì,蜕变,tuì biàn,蜕皮,tuì pí,
3235,蹋,tà,糟蹋,zāo tà,,,
3236,嘶,sī,嘶哑,sī yǎ,嘶吼,sī hǒu,
3237,樊,fán,樊篱,fán lí,樊笼,fán lóng,
3238,奄,yǎn / yān,,,,,
3239,窖,jiào,地窖,dì jiào,酒窖,jiǔ jiào,
3240,唆,suō,教唆,jiào suō,挑唆,tiǎo suō,
3241,倔,jué / juè,倔强,jué jiàng,,,
3242,茬,chá,找茬,zhǎo chá,话茬,huà chá,
3243,伶,líng,名伶,míng líng,优伶,yōu líng,
3244,狈,bèi,狼狈,láng bèi,,,
3245,昙,tán,昙花,tán huā,,,
3246,轧,yà / zhá / gá,轧钢,zhá gāng,轧制,yà zhì,
3247,裆,dāng,裤裆,kù dāng,开裆裤,kāi dāng kù,
3248,梢,shāo,树梢,shù shāo,末梢,mò shāo,
3249,蝗,huáng,蝗虫,huáng chóng,蝗灾,huáng zāi,
3250,鳖,biē,土鳖,tǔ biē,鳖甲,biē jiǎ,
3251,锄,chú,锄头,chú tou,锄奸,chú jiān,
3252,翩,piān,翩翩,piān piān,联翩,lián piān,
3253,纫,rèn,缝纫,féng rèn,缝纫机,féng rèn jī,
3254,垢,gòu,污垢,wū gòu,水垢,shuǐ gòu,
3255,惦,diàn,惦记,diàn jì,惦念,diàn niàn,
3256,讹,é,讹诈,é zhà,讹传,é chuán,
3257,憨,hān,憨厚,hān hòu,憨直,hān zhí,
3258,胧,lóng,朦胧,méng lóng,朦胧诗,méng lóng shī,
3259,袒,tǎn,偏袒,piān tǎn,袒护,tǎn hù,
3260,鹊,què,喜鹊,xǐ què,鹊桥,què qiáo,
3261,簇,cù,簇拥,cù yōng,簇新,cù xīn,
3262,迂,yū,迂回,yū huí,迂腐,yū fǔ,
3263,汛,xùn,防汛,fáng xùn,汛期,xùn qī,
3264,漱,shù,洗漱,xǐ shù,漱口,shù kǒu,
3265,芹,qín,芹菜,qín cài,欧芹,ōu qín,
3266,锰,měng,锰矿,měng kuàng,,,
3267,摹,mó,临摹,lín mó,描摹,miáo mó,
3268,稼,jià,庄稼,zhuāng jià,庄稼汉,zhuāng jià hàn,
3269,襟,jīn,胸襟,xiōng jīn,襟翼,jīn yì,
3270,蟆,má,蛤蟆,há ma,癞蛤蟆,lài há ma,
3271,嗡,wēng,嗡嗡,wēng wēng,嗡嗡声,wēng wēng shēng,
3272,箍,gū,金箍棒,jīn gū bàng,紧箍咒,jǐn gū zhòu,
3273,藕,ǒu,莲藕,lián ǒu,,,
3274,蔼,ǎi,和蔼,hé ǎi,蔼蔼,ǎi ǎi,
3275,舷,xián,右舷,yòu xián,左舷,zuǒ xián,
3276,茧,jiǎn,蚕茧,cán jiǎn,老茧,lǎo jiǎn,
3277,炊,chuī,炊事,chuī shì,炊具,chuī jù,
3278,弛,chí,松弛,sōng chí,废弛,fèi chí,
3279,胯,kuà,胯骨,kuà gǔ,,,
3280,帚,zhǒu,扫帚,sào zhǒu,扫帚星,sào zhǒu xīng,
3281,豌,wān,豌豆,wān dòu,香豌豆,xiāng wān dòu,
3282,眯,mī / mí,笑眯眯,xiào mī mī,眯缝,mī fèng,
3283,脓,nóng,脓肿,nóng zhǒng,脓包,nóng bāo,
3284,斟,zhēn,斟酌,zhēn zhuó,斟酒,zhēn jiǔ,
3285,夯,hāng / bèn,夯实,hāng shí,夯土,hāng tǔ,
3286,绢,juàn,手绢,shǒu juàn,,,
3287,喳,zhā / chā,喳喳,zhā zhā,,,
3288,泞,nìng,泥泞,ní nìng,,,
3289,囤,dùn / tún,囤积,tún jī,囤货,dùn huò,
3290,吮,shǔn,吮吸,shǔn xī,吸吮,xī shǔn,
3291,猬,wèi,刺猬,cì wèi,,,
3292,缭,liáo,缭绕,liáo rào,缭乱,liáo luàn,
3293,辕,yuán,车辕,chē yuán,,,
3294,赡,shàn,赡养,shàn yǎng,赡养费,shàn yǎng fèi,
3295,朦,méng,朦胧,méng lóng,朦胧诗,méng lóng shī,
3296,惋,wǎn,惋惜,wǎn xī,,,
3297,铛,dāng / chēng,铃铛,líng dāng,铛铛,dāng dāng,
3298,筏,fá,木筏,mù fá,筏子,fá zi,
3299,骡,luó,骡子,luó zi,骡马,luó mǎ,
3300,瓮,wèng,瓮城,wèng chéng,,,
3301,秆,gǎn,禾秆,hé gǎn,秸秆,jiē gǎn,
3302,臼,jiù,脱臼,tuō jiù,臼齿,jiù chǐ,
3303,睬,cǎi,理睬,lǐ cǎi,,,
3304,蘸,zhàn,,,,,
3305,屹,yì,屹立,yì lì,,,
3306,毡,zhān,毛毡,máo zhān,毡房,zhān fáng,
3307,嫡,dí,嫡系,dí xì,嫡传,dí chuán,
3308,箫,xiāo,吹箫,chuī xiāo,排箫,pái xiāo,
3309,袄,ǎo,棉袄,mián ǎo,,,
3310,湃,pài,澎湃,pēng pài,,,
3311,巍,wēi,巍巍,wēi wēi,巍然,wēi rán,
3312,悴,cuì,憔悴,qiáo cuì,,,
3313,憔,qiáo,憔悴,qiáo cuì,,,
3314,槐,huái,槐树,huái shù,洋槐,yáng huái,
3315,兢,jīng,战兢兢,zhàn jīng jīng,,,
3316,坷,kě / kē,坎坷,kán kě,坷垃,kē lā,
3317,鸵,tuó,鸵鸟,tuó niǎo,,,
3318,俐,lì,伶俐,líng lì,,,
3319,榕,róng,榕树,róng shù,,,
3320,裳,shang / cháng,衣裳,yī shang,,,
3321,瘸,qué,瘸子,qué zi,瘸腿,qué tuǐ,
3322,蛆,qū,蛆虫,qū chóng,蝇蛆,yíng qū,
3323,癣,xuǎn,牛皮癣,niú pí xuǎn,干癣,gàn xuǎn,
3324,硼,péng,硼酸,péng suān,硼砂,péng shā,
3325,谒,yè,拜谒,bài yè,谒陵,yè líng,
3326,搔,sāo,搔痒,sāo yǎng,搔扰,sāo rǎo,
3327,吱,zhī / zī,吱声,zhī shēng,吱呀,zhī ya,
3328,玷,diàn,玷污,diàn wū,玷辱,diàn rǔ,
3329,圃,pǔ,苗圃,miáo pǔ,花圃,huā pǔ,
3330,笙,shēng,芦笙,lú shēng,笙歌,shēng gē,
3331,驮,tuó / duò,驮运,tuó yùn,驮马,tuó mǎ,
3332,荤,hūn / xūn,荤菜,hūn cài,开荤,kāi hūn,
3333,糜,mí / méi,糜烂,mí làn,肉糜,ròu mí,
3334,刽,guì,刽子手,guì zi shǒu,,,
3335,嘀,dí / dī,嘀咕,dí gū,犯嘀咕,fàn dí gū,
3336,蒿,hāo,艾蒿,ài hāo,青蒿素,qīng hāo sù,
3337,蚪,dǒu,蝌蚪,kē dǒu,,,
3338,闰,rùn,闰年,rùn nián,闰月,rùn yuè,
3339,椿,chūn,香椿,xiāng chūn,,,
3340,榔,láng,榔头,láng tou,榔榆,láng yú,
3341,涧,jiàn,山涧,shān jiàn,溪涧,xī jiàn,
3342,岖,qū,崎岖,qí qū,,,
3343,蝌,kē,蝌蚪,kē dǒu,,,
3344,愕,è,惊愕,jīng è,错愕,cuò è,
3345,簸,bǒ / bò,颠簸,diān bǒ,簸箕,bò jī,
3346,锭,dìng,银锭,yín dìng,,,
3347,掸,dǎn,掸子,dǎn zi,,,
3348,捶,chuí,捶打,chuí dǎ,捶背,chuí bèi,
3349,攘,rǎng,扰攘,rǎo rǎng,熙攘,xī rǎng,
3350,吭,kēng / háng,吭声,kēng shēng,吭气,kēng qì,
3351,缎,duàn,缎带,duàn dài,绸缎,chóu duàn,
3352,楔,xiē,楔形,xiē xíng,楔子,xiē zi,
3353,拴,shuān,拴住,shuān zhù,,,
3354,蚤,zǎo,跳蚤,tiào zǎo,,,
3355,捎,shāo,捎来,shāo lái,捎信,shāo xìn,
3356,涮,shuàn,开涮,kāi shuàn,涮羊肉,shuàn yáng ròu,
3357,蜓,tíng,蜻蜓,qīng tíng,,,
3358,馁,něi,气馁,qì něi,,,
3359,癞,lài,癞蛤蟆,lài há ma,癞皮狗,lài pí gǒu,
3360,皿,mǐn,器皿,qì mǐn,培养皿,péi yǎng mǐn,
3361,韭,jiǔ,韭菜,jiǔ cài,韭黄,jiǔ huáng,
3362,耙,bà / pá,钉耙,dīng pá,耙子,pá zi,
3363,蹬,dēng / dèng,脚蹬,jiǎo dēng,蹬腿,dēng tuǐ,
3364,蜻,qīng,蜻蜓,qīng tíng,蜻蛉,qīng líng,
3365,桅,wéi,桅杆,wéi gān,前桅,qián wéi,
3366,秧,yāng,秧歌,yāng gē,插秧,chā yāng,
3367,玖,jiǔ,,,,,
3368,彤,tóng,红彤彤,hóng tóng tóng,,,
3369,唁,yàn,吊唁,diào yàn,唁电,yàn diàn,
3370,腮,sāi,腮红,sāi hóng,腮腺炎,sāi xiàn yán,
3371,潦,lǎo / liáo,潦倒,liáo dǎo,潦草,liáo cǎo,
3372,跛,bǒ,跛脚,bǒ jiǎo,跛子,bǒ zi,
3373,榛,zhēn,榛子,zhēn zi,榛果,zhēn guǒ,
3374,涝,lào,洪涝,hóng lào,内涝,nèi lào,
3375,漾,yàng,荡漾,dàng yàng,,,
3376,忿,fèn,不忿,bú fèn,怨忿,yuàn fèn,
3377,瓢,piáo,瓢虫,piáo chóng,瓢泼,piáo pō,
3378,荚,jiá,豆荚,dòu jiá,荚果,jiá guǒ,
3379,筐,kuāng,篮筐,lán kuāng,箩筐,luó kuāng,
3380,恃,shì,自恃,zì shì,仗恃,zhàng shì,
3381,蟋,xī,蟋蟀,xī shuài,,,
3382,镣,liào,脚镣,jiǎo liào,镣铐,liào kào,
3383,箕,jī,簸箕,bò jī,,,
3384,峦,luán,山峦,shān luán,峰峦,fēng luán,
3385,蟀,shuài,蟋蟀,xī shuài,,,
3386,雹,báo,冰雹,bīng báo,雹灾,báo zāi,
3387,荞,qiáo,荞麦,qiáo mài,,,
3388,耘,yún,耕耘,gēng yún,,,
3389,瘪,biě,瘪三,biē sān,干瘪,gān biě,
3390,粱,liáng,高粱,gāo liáng,红高粱,hóng gāo liáng,
3391,蚓,yǐn,蚯蚓,qiū yǐn,,,
3392,跺,duò,跺脚,duò jiǎo,,,
3393,虱,shī,虱子,shī zi,阴虱,yīn shī,
3394,秸,jiē,秸秆,jiē gǎn,麦秸,mài jiē,
3395,捻,niǎn,捻军,niǎn jūn,,,
3396,叁,sān,,,,,
3397,搀,chān,搀扶,chān fú,搀和,chān huo,
3398,拗,ǎo / ào / niù,执拗,zhí niù,拗口,ào kǒu,
3399,蛀,zhù,蛀虫,zhù chóng,蛀牙,zhù yá,
3400,豺,chái,豺狼,chái láng,,,
3401,蛹,yǒng,蚕蛹,cán yǒng,,,
3402,茁,zhuó,茁壮,zhuó zhuàng,,,
3403,脯,pú / fǔ,胸脯,xiōng pú,果脯,guǒ pú,
3404,燎,liáo / liǎo,燎原,liáo yuán,火燎,huǒ liáo,
3405,酣,hān,酣睡,hān shuì,酣畅,hān chàng,
3406,涎,xián,垂涎,chuí xián,龙涎香,lóng xián xiāng,
3407,蜈,wú,蜈蚣,wú gōng,,,
3408,蚣,gōng,蜈蚣,wú gōng,,,
3409,衩,chǎ / chà,裤衩,kù chǎ,开衩,kāi chǎ,
3410,糠,kāng,米糠,mǐ kāng,糠疹,kāng zhěn,
3411,砚,yàn,砚台,yàn tāi,砚池,yàn chí,
3412,褂,guà,白大褂,bái dà guà,马褂,mǎ guà,
3413,嗤,chī,嗤笑,chī xiào,,,
3414,恬,tián,恬静,tián jìng,恬淡,tián dàn,
3415,揩,kāi,揩油,kāi yóu,,,
3416,垛,duǒ / duò,垛口,duó kǒu,,,
3417,撵,niǎn,撵走,niǎn zǒu,撵出,niǎn chū,
3418,楣,méi,门楣,mén méi,,,
3419,鲫,jì,鲫鱼,jì yú,,,
3420,缨,yīng,请缨,qǐng yīng,红缨枪,hóng yīng qiāng,
3421,抡,lūn / lún,,,,,
3422,铣,xǐ / xiǎn,铣床,xǐ chuáng,铣工,xǐ gōng,
3423,蚯,qiū,蚯蚓,qiū yǐn,,,
3424,梆,bāng,梆子,bāng zi,梆子腔,bāng zi qiāng,
3425,铆,mǎo,铆钉,mǎo dīng,铆接,mǎo jiē,
3426,褥,rù,被褥,bèi rù,褥疮,rù chuāng,
3427,鬓,bìn,鬓角,bìn jiǎo,云鬓,yún bìn,
3428,锹,qiāo,铁锹,tiě qiāo,,,
3429,黍,shǔ,玉蜀黍,yù shǔ shǔ,,,
3430,痢,lì,痢疾,lì jí,白痢,bái lì,
3431,佃,diàn / tián,佃农,diàn nóng,佃户,diàn hù,
3432,偎,wēi,依偎,yī wēi,,,
3433,篓,lǒu,篓子,lǒu zi,背篓,bēi lǒu,
3434,狞,níng,狞笑,níng xiào,狰狞,zhēng níng,
3435,搪,táng,搪瓷,táng cí,搪塞,táng sè,
3436,臊,sāo / sào,害臊,hài sào,臊子,sào zi,
3437,蚜,yá,蚜虫,yá chóng,,,
3438,捌,bā,,,,,
3439,坯,pī,土坯,tǔ pī,毛坯,máo pī,
3440,吆,yāo,吆喝,yāo hē,,,
3441,锉,cuò,锉刀,cuò dāo,,,
3442,狰,zhēng,狰狞,zhēng níng,,,
3443,涣,huàn,涣散,huàn sàn,,,
3444,幔,màn,地幔,dì màn,帐幔,zhàng màn,
3445,茴,huí,茴香,huí xiāng,小茴香,xiǎo huí xiāng,
3446,苫,shān,,,,,
3447,窿,lóng,窟窿,kū lóng,大耳窿,dà ěr lóng,
3448,缰,jiāng,缰绳,jiāng shéng,脱缰,tuō jiāng,
3449,揖,yī,作揖,zuò yī,长揖,cháng yī,
3450,矾,fán,明矾,míng fán,铝矾土,lǚ fán tǔ,
3451,盹,dǔn,打盹,dá dǔn,,,
3452,舀,yǎo,舀水,yǎo shuǐ,,,
3453,掂,diān,掂量,diān liáng,,,
3454,碴,chá,冰碴,bīng chá,,,
3455,肄,yì,肄业,yì yè,肄业生,yì yè shēng,
3456,芍,sháo / què,芍药,sháo yào,白芍,bái sháo,
3457,滓,zǐ,渣滓,zhā zǐ,,,
3458,馍,mó,馍馍,mó mó,肉夹馍,ròu jiā mó,
3459,牍,dú,简牍,jiǎn dú,尺牍,chǐ dú,
3460,铡,zhá,铡刀,zhá dāo,,,
3461,赊,shē,赊账,shē zhàng,赊销,shē xiāo,
3462,蓖,bì,蓖麻,bì má,,,
3463,谆,zhūn,谆谆,zhūn zhūn,,,
3464,誊,téng,誊写,téng xiě,誊录,téng lù,
3465,箩,luó,箩筐,luó kuāng,一箩筐,yī luó kuāng,
3466,霎,shà,霎时,shà shí,霎时间,shà shí jiān,
3467,捺,nà,按捺,àn nà,,,
3468,翎,líng,翎毛,líng máo,翎子,líng zi,
3469,飒,sà,飒爽,sà shuǎng,飒飒,sà sà,
3470,蛉,líng,蜻蛉,qīng líng,螟蛉,míng líng,
3471,凫,fú,,,,,
3472,麸,fū,麦麸,mài fū,麸皮,fū pí,
3473,拄,zhǔ,,,,,
3474,挎,kuà,挎包,kuà bāo,挎斗,kuà dǒu,
3475,荠,jì / qí,荠菜,jì cài,荸荠,bí qí,
3476,膘,biāo,,,,,
3477,盅,zhōng,酒盅,jiǔ zhōng,,,
3478,蛔,huí,蛔虫,huí chóng,蛔虫病,huí chóng bìng,
3479,镊,niè,镊子,niè zi,,,
